gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,1,No,Yes,24,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),89.75,2145.0,no
Male,0,No,Yes,24,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),75.5,1806.0,no
Female,1,Yes,Yes,12,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.75,1077.0,yes
Female,1,No,Yes,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,94.2,753.6,yes
Female,1,No,No,8,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),70.95,567.6,yes
Male,1,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),94.35,5263.4,no
Male,0,Yes,No,12,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),59.9,718.8,No
Female,1,Yes,Yes,45,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),76.65,3457.85,no
Male,0,No,Yes,12,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),89.75,1077.0,yes
Female,1,Yes,Yes,26,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),75.5,1963.5,no
Male,1,Yes,Yes,20,No,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),95.5,1910.0,no
Female,1,No,No,5,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),79.85,399.25,yes
Male,1,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),95.5,2865.0,yes
Male,1,Yes,Yes,60,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),85.5,5130.0,no
Female,1,Yes,Yes,36,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),89.5,3210.0,no
Male,0,No,Yes,15,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),68.4,1026.0,yes
Female,1,Yes,Yes,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),95.7,1148.4,no
Female,1,Yes,No,62,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),75.8,4689.6,no
Male,0,Yes,No,12,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),65.75,789.0,no
Male,1,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),95.7,1148.4,yes
Male,1,No,Yes,24,No,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),85.3,2047.2,yes
Male,0,No,Yes,24,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),75.3,1807.2,yes
Female,1,Yes,Yes,24,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.75,2298.0,yes
Female,1,No,Yes,15,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),65.75,986.25,no
Male,1,Yes,Yes,24,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),89.9,2157.6,yes
Female,0,No,Yes,36,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,64.9,2346.4,yes
Female,1,Yes,Yes,24,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),104.35,2504.35,no
Female,1,No,Yes,24,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),76.3,1831.2,no
Female,1,Yes,Yes,24,No,No,DSL,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),53.85,1292.4,no
Female,1,Yes,Yes,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),104.5,3563.5,no
Male,1,No,Yes,35,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),95.5,3457.5,no
Female,1,No,Yes,24,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.5,2292.0,yes
Male,1,Yes,Yes,36,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),99.75,3591.0,no
Male,1,Yes,Yes,12,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),99.5,1194.0,no
Male,1,Yes,Yes,45,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),74.35,3339.75,no
Male,1,No,No,15,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),75.3,1129.5,yes
Female,0,Yes,Yes,24,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),89.5,2148.0,no
Female,0,No,Yes,12,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),85.5,1026.0,no
Female,1,Yes,Yes,45,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),75.35,3380.75,no
Male,1,Yes,Yes,45,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),75.5,3375.0,no
Male,1,Yes,No,15,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),89.65,1344.75,yes
Female,1,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),89.85,5053.3,no
Male,1,No,No,12,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),75.25,903.0,yes
Male,1,No,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.65,787.6,yes
Male,1,Yes,Yes,24,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),85.3,2047.2,no
Female,1,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),85.5,2052.0,no
Male,1,Yes,Yes,12,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,70.45,845.4,yes
Female,1,Yes,No,24,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),98.5,2364.0,no
Male,1,No,Yes,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.7,1425.5,yes
Male,1,Yes,Yes,12,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,64.3,771.6,no
Female,1,Yes,No,12,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,65.85,789.6,no
Male,1,Yes,No,12,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,No,Credit card (automatic),65.1,781.2,no
Female,0,No,Yes,24,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),65.2,1564.8,no
Male,0,Yes,Yes,36,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),75.4,2714.4,no
Female,1,No,No,12,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),85.5,1026.0,yes
Female,1,Yes,Yes,45,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,85.35,3840.75,yes
Male,1,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),99.85,4493.25,no
Female,1,Yes,Yes,45,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),75.5,3374.5,no
Female,1,Yes,Yes,45,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),99.99,4499.55,no
Male,1,Yes,Yes,36,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),89.6,3225.6,No
Female,1,Yes,Yes,45,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),65.45,2990.5,no
Male,1,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),92.75,5565.5,no
Female,1,Yes,Yes,24,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),95.5,2292.0,yes
Male,1,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),90.5,450.75,yes
Female,1,Yes,Yes,45,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),89.1,3925.5,no
Female,1,Yes,No,48,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),95.75,4562.5,no
Male,1,No,Yes,10,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),75.5,755.0,no
Female,0,No,Yes,12,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),59.9,728.8,no
Female,1,Yes,Yes,48,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),75.5,3624.0,no
Female,1,No,No,12,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.9,1078.8,yes
Female,1,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),89.65,1344.75,yes
Female,1,Yes,Yes,23,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,76.85,1770.55,yes
Female,1,No,No,24,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),75.4,1809.6,no
Female,1,Yes,Yes,24,No,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),75.3,1807.2,no
Male,1,Yes,Yes,22,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),75.6,1663.2,no
Female,1,No,Yes,18,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),89.75,1615.5,no
Female,1,No,Yes,24,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),74.9,1823.6,no
Female,1,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),89.75,1346.25,yes
Female,0,Yes,Yes,45,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),69.95,3147.75,no
Male,1,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,1252.8,yes
Male,0,Yes,Yes,24,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),75.8,1820.4,no
Male,1,Yes,Yes,24,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),98.75,2370.0,yes
Female,1,Yes,Yes,55,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,85.3,4678.5,yes
Female,1,No,Yes,24,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),89.75,2154.0,no
Female,1,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),89.5,2148.0,yes
Male,1,Yes,Yes,24,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),75.3,1807.2,no
Female,1,Yes,Yes,48,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.99,4319.52,no
Male,1,Yes,Yes,24,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.65,2058.6,yes
Male,1,No,No,12,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),75.35,902.4,yes
Female,1,Yes,Yes,30,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),99.2,2976.0,no
Female,1,Yes,Yes,12,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),89.5,1074.0,No
Female,1,Yes,Yes,24,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),85.2,2044.8,no
Male,1,Yes,Yes,45,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),99.85,4473.25,No
Male,1,Yes,Yes,12,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),75.5,906.0,no
Male,1,Yes,Yes,12,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),65.0,780.0,No
Female,1,No,No,36,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),94.5,3402.0,no
Male,1,No,No,15,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),76.2,1143.0,no
Male,0,No,Yes,24,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.9,2058.4,yes
Female,0,Yes,Yes,24,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),95.85,2297.6,no
Male,1,Yes,Yes,24,No,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,65.95,1582.8,no
Female,1,No,Yes,24,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),75.4,1809.6,yes
Male,1,No,No,2,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),70.5,141.0,yes
Male,1,No,No,24,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.7,2296.8,yes
Male,1,Yes,Yes,24,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),89.45,2146.8,no
Male,1,No,No,25,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),75.5,1887.5,no
Female,1,No,Yes,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),99.9,2397.6,yes
Male,1,No,Yes,24,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,59.85,1436.4,yes
Female,1,Yes,Yes,24,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,75.5,1800.0,no
Male,1,No,No,24,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),90.15,2163.6,no
Male,1,Yes,Yes,24,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.5,2052.0,no
Female,1,Yes,Yes,24,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),95.5,2334.0,yes
Male,1,No,Yes,42,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),89.65,3788.8,no
Female,1,Yes,Yes,24,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),89.95,2158.8,no
Female,1,No,No,36,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,75.35,2712.6,yes
Male,1,No,Yes,5,No,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),78.45,392.25,no
Male,0,Yes,Yes,24,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),85.15,2043.6,no
Female,0,No,Yes,24,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Credit card (automatic),72.15,1731.6,no
Male,0,No,Yes,15,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),75.2,1152.1,yes
Female,1,Yes,Yes,24,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.85,2396.4,yes
Male,1,No,No,24,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),65.4,1569.6,yes
Male,1,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),104.2,6044.6,no
Female,0,No,Yes,24,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),85.75,2058.0,no
Female,1,No,No,24,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.75,2254.0,yes
Male,0,Yes,Yes,36,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),75.4,2705.6,no
Female,1,Yes,Yes,24,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),69.85,1687.5,No
Male,1,No,Yes,36,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),85.65,3083.4,no
Male,1,Yes,Yes,24,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),79.5,1929.0,no
Male,1,No,No,24,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),75.5,1812.0,yes
Female,0,No,No,12,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),65.3,783.6,no
Male,1,No,No,24,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),75.85,1820.4,no
Female,1,No,No,24,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),85.5,2052.0,no
Female,1,No,No,24,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),84.3,2015.2,no
Male,1,Yes,Yes,24,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),89.5,2136.0,no
Male,1,Yes,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.6,1710.8,yes
Female,0,Yes,Yes,42,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),79.5,3339.0,no
Female,1,Yes,Yes,24,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),89.15,2139.6,no
Female,0,Yes,Yes,12,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,No,Credit card,85.45,1025.4,no
Female,0,Yes,Yes,24,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),75.2,1804.8,no
Female,1,Yes,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),89.75,1047.0,no
Female,1,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,89.1,2138.4,yes
Male,1,No,Yes,8,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,95.4,763.2,yes
Female,1,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),102.5,6150.0,no
Female,0,Yes,Yes,36,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),95.7,3345.6,no
Male,1,No,Yes,42,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,75.5,3157.5,no
Male,0,Yes,Yes,24,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),95.75,2298.0,no
Male,1,No,No,12,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,95.75,1149.0,yes
Male,0,Yes,Yes,24,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),55.75,1345.5,no
Male,1,Yes,No,12,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),70.35,844.2,no
Female,1,Yes,Yes,45,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Electronic check,75.5,3375.75,no
Female,0,No,Yes,24,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),89.5,2148.0,no
Male,1,No,No,12,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),68.5,822.0,yes
Male,1,Yes,Yes,24,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),85.5,2040.0,no
Female,1,No,No,8,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.7,765.6,yes
Female,0,Yes,Yes,22,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),85.65,1843.3,no
Female,1,No,No,12,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.85,1198.2,yes
Female,0,Yes,Yes,24,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),85.5,2040.0,no
Male,1,No,No,8,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,763.6,yes
Female,1,Yes,Yes,24,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),75.85,1817.4,yes
Male,1,No,Yes,12,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),89.95,1079.4,yes
Male,0,Yes,Yes,24,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),76.35,1832.4,no
Female,1,No,Yes,24,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.95,2398.8,yes
Female,1,Yes,Yes,48,No,No,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),85.3,4080.4,no
Male,1,No,Yes,48,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),75.45,3621.6,no
Male,1,Yes,Yes,42,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),65.85,2761.7,no
Female,1,Yes,Yes,48,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),79.9,3835.6,no
Male,1,Yes,Yes,45,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),69.5,3127.5,no
Female,1,Yes,Yes,60,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),75.3,4518.6,no
Male,1,Yes,Yes,12,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),95.6,1120.5,no
Male,1,Yes,Yes,48,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),75.5,3624.0,no
Female,1,No,No,5,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.55,422.75,yes
Male,0,No,Yes,5,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),95.5,477.5,yes
Male,1,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),95.5,1146.0,yes
Male,1,Yes,No,12,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),70.2,842.4,no
Female,1,No,No,24,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),85.75,2058.0,yes
Female,0,No,Yes,24,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),65.5,1572.0,no
Female,1,Yes,Yes,36,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),89.85,3234.6,no
Male,0,Yes,No,24,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),69.85,1676.4,no
Female,0,No,Yes,36,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),64.8,2332.8,no
Female,1,Yes,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),89.15,1342.25,yes
Female,1,Yes,Yes,24,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,74.35,1784.4,no
Female,1,Yes,Yes,12,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,65.7,788.4,yes
Female,1,No,Yes,12,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),89.75,1077.0,no
Male,0,Yes,Yes,24,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),89.3,2143.2,no
Female,1,No,No,12,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),65.75,789.0,yes
Female,0,Yes,Yes,18,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),85.5,1539.0,no
Male,1,Yes,Yes,45,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),75.3,3388.5,no
Male,1,Yes,Yes,35,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),89.45,3145.75,no
Female,0,No,No,24,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),85.75,2058.0,no
Male,0,Yes,Yes,48,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),85.2,4089.6,no
Male,1,Yes,Yes,22,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),95.65,2104.3,yes
Female,0,No,Yes,24,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),65.5,1572.0,no
Male,1,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),95.5,2292.0,yes
