gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,No,No,20,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),57.49,1805.62,0
Female,0,No,No,51,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No,No,Two year,No,Electronic check,48.55,1667.52,0
Male,0,No,No,56,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,No,No internet service,One year,No,Bank transfer (automatic),77.92,1494.57,0
Female,1,No,No,42,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,41.17,1716.16,1
Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No,No,One year,No,Mailed check,70.69,744.61,1
Male,0,Yes,No,47,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),54.36,2540.0,0
Female,0,No,No,23,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,23.66,990.58,0
Female,0,No,No,5,Yes,No,No,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Two year,Yes,Mailed check,63.53,8300.34,0
Female,0,Yes,No,56,Yes,Yes,No,No,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,44.99,1914.3,0
Female,1,Yes,No,51,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,32.58,1272.84,0
Male,0,No,No,56,Yes,No,DSL,No,No,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,34.07,8091.56,1
Female,1,Yes,No,46,Yes,Yes,No,No,Yes,No internet service,No,No,No internet service,Two year,No,Credit card (automatic),100.38,1388.89,1
Female,0,No,No,53,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),26.52,8027.69,0
Female,0,No,No,55,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),53.12,4004.61,1
Female,0,No,No,1,Yes,No,DSL,No internet service,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.2,7174.7,0
Male,0,No,No,57,Yes,No phone service,DSL,No,Yes,No internet service,No,No,No internet service,Month-to-month,No,Credit card (automatic),109.54,1648.59,0
Female,0,Yes,Yes,1,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No,Month-to-month,No,Electronic check,57.0,7763.0,1
Female,0,No,No,1,Yes,No,No,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.18,1603.02,1
Female,0,No,No,39,Yes,Yes,Fiber optic,No,No,Yes,No,No,No internet service,One year,Yes,Mailed check,76.27,1327.64,0
Female,0,No,No,1,Yes,No,DSL,Yes,No internet service,Yes,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),70.63,2198.53,0
Female,1,Yes,Yes,9,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No internet service,No,One year,No,Bank transfer (automatic),74.42,1591.57,0
Female,0,Yes,Yes,51,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Mailed check,65.3,1241.42,0
Male,1,No,No,1,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,No,Electronic check,18.8,1202.31,1
Male,0,No,No,4,Yes,No,No,No,Yes,Yes,No,Yes,No internet service,Two year,No,Electronic check,90.15,7254.57,1
Male,0,Yes,Yes,49,Yes,Yes,No,No,No,No,No,Yes,No internet service,One year,Yes,Credit card (automatic),18.8,618.75,0
Female,0,No,No,1,No,No,DSL,No internet service,Yes,No,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),75.27,8468.2,0
Male,1,Yes,No,63,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),86.91,1284.94,0
Male,0,No,No,71,Yes,No,Fiber optic,No,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),57.78,5158.38,0
Male,0,Yes,No,1,Yes,Yes,No,No,No internet service,Yes,No,Yes,Yes,One year,Yes,Mailed check,18.8,351.54,0
Male,0,Yes,No,1,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),101.9,1615.35,1
Male,1,No,Yes,1,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),101.61,1960.74,0
Female,0,Yes,No,62,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),39.43,3071.47,0
Female,0,No,Yes,57,Yes,No,DSL,No,No,No,No,No internet service,Yes,Two year,No,Credit card (automatic),70.16,440.45,0
Female,0,No,Yes,66,Yes,No,Fiber optic,No,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),82.21,4248.11,0
Female,1,Yes,Yes,27,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No,Yes,Yes,One year,Yes,Credit card (automatic),18.8,830.73,1
Female,0,Yes,No,49,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,113.99,7730.87,0
Male,0,Yes,Yes,1,Yes,Yes,No,No internet service,No,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),113.6,1015.02,0
Female,1,No,No,48,No,No,DSL,No internet service,No,No internet service,No,Yes,No,Month-to-month,No,Bank transfer (automatic),117.2,6596.4,0
Male,0,Yes,No,50,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),90.94,1299.83,0
Female,0,No,No,1,Yes,No,No,No,No,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),57.25,1866.94,0
Female,0,No,No,1,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),117.2,1997.05,0
Female,0,No,No,72,Yes,Yes,No,No,No,No,No,No,No,One year,No,Credit card (automatic),117.2,1292.1,0
Female,0,Yes,No,46,Yes,No,No,No internet service,Yes,Yes,Yes,No internet service,Yes,Two year,No,Credit card (automatic),18.8,1280.02,1
Male,0,Yes,Yes,67,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),36.91,8468.2,1
Female,0,Yes,No,34,No,No,DSL,No internet service,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,54.41,858.51,0
Female,0,Yes,Yes,1,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,Yes,Two year,No,Electronic check,64.41,3276.8,0
Female,0,Yes,Yes,1,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),71.08,167.23,1
Female,0,No,Yes,10,Yes,Yes,No,No internet service,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,102.05,8468.2,0
Male,0,No,No,8,Yes,Yes,DSL,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),80.55,3707.24,0
Male,0,Yes,No,44,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),68.49,925.0,1
Male,0,Yes,Yes,48,Yes,No,No,No,Yes,No internet service,No,Yes,No,Month-to-month,No,Electronic check,51.51,2117.79,0
Female,1,No,No,45,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,Two year,No,Bank transfer (automatic),35.93,3308.18,0
Male,0,Yes,No,3,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),63.69,19.4,0
Female,0,No,No,64,Yes,Yes,No,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),18.8,4632.05,0
Male,0,No,No,70,Yes,No phone service,DSL,No,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),57.82,8468.2,0
Female,0,No,No,39,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No internet service,One year,Yes,Mailed check,18.8,636.89,0
Male,0,No,No,1,Yes,Yes,No,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,18.8,2462.57,0
Female,0,Yes,No,1,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,Yes,No,Two year,Yes,Mailed check,92.68,8468.2,0
Female,0,Yes,No,45,Yes,No,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),29.6,8468.2,0
Male,0,No,No,59,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),65.82,557.66,0
Female,0,Yes,No,1,Yes,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.61,1611.67,0
Female,0,Yes,No,38,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,108.29,8468.2,0
Female,0,No,No,64,Yes,No phone service,Fiber optic,No,No internet service,No,No,Yes,No internet service,Two year,Yes,Mailed check,46.94,6659.03,0
Female,1,Yes,No,1,No,No,No,No,No internet service,No internet service,Yes,No internet service,Yes,Two year,No,Electronic check,43.39,5096.4,1
Female,0,No,Yes,35,Yes,Yes,No,No,No,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,56.64,6141.36,1
Male,0,No,No,59,Yes,Yes,No,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),74.64,933.15,0
Female,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Credit card (automatic),51.19,8468.2,0
Male,0,No,No,1,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Electronic check,18.8,5027.34,0
Male,0,No,Yes,19,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),59.99,7349.8,0
Female,0,No,No,45,Yes,Yes,DSL,No,No internet service,No,No,Yes,No,One year,No,Mailed check,62.74,955.31,0
Female,1,Yes,No,63,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,23.14,6990.02,0
Male,0,Yes,Yes,63,No,No,DSL,No,No,Yes,No,No internet service,Yes,Two year,No,Bank transfer (automatic),85.88,1565.72,0
Female,0,Yes,No,1,No,No,DSL,No,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,51.94,8083.33,0
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,18.8,3270.93,0
Male,0,No,No,1,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,41.76,8144.52,0
Female,0,No,No,39,Yes,No phone service,No,No,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,112.63,2755.75,0
Female,0,Yes,No,1,No,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No,Yes,Two year,No,Bank transfer (automatic),48.92,2106.11,1
Female,0,No,No,1,No,No,Fiber optic,No,No internet service,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),83.76,1421.32,1
Female,0,Yes,Yes,71,Yes,No,No,No,Yes,Yes,No internet service,No,No,Month-to-month,No,Electronic check,38.31,8468.2,0
Female,0,No,No,62,Yes,Yes,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),117.2,8166.39,0
Female,0,Yes,No,34,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Electronic check,40.32,1050.58,0
Female,0,Yes,Yes,5,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,33.27,1052.8,0
Male,0,No,No,44,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,37.58,1803.61,0
Female,0,No,Yes,45,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,Yes,No,One year,No,Electronic check,112.65,7284.87,0
Female,0,Yes,No,8,Yes,Yes,DSL,No internet service,No internet service,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),98.8,19.4,0
Female,0,Yes,No,38,Yes,No phone service,DSL,No,No,No internet service,Yes,No,Yes,One year,No,Credit card (automatic),18.8,1810.58,1
Female,0,No,No,47,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,58.99,1022.33,1
Male,1,No,No,1,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No internet service,Two year,No,Bank transfer (automatic),54.8,1490.36,0
Female,0,Yes,No,1,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,76.36,4543.15,0
Female,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),54.17,1027.4,0
Male,0,No,No,58,Yes,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),105.5,19.4,0
Female,1,Yes,No,13,No,No,Fiber optic,No,Yes,No internet service,No internet service,No,No,One year,Yes,Electronic check,57.52,4894.97,1
Male,0,Yes,No,53,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,100.71,6268.53,1
Female,0,No,No,50,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),46.83,81.2,0
Male,0,No,No,17,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),69.29,8368.69,1
Male,0,No,No,21,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No,No,One year,No,Credit card (automatic),73.94,3553.5,1
Female,0,No,No,62,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,No internet service,Two year,Yes,Mailed check,95.71,433.83,0
Female,0,No,No,44,Yes,Yes,DSL,No,Yes,No,No,No internet service,Yes,Month-to-month,No,Electronic check,82.1,1475.76,0
Female,0,No,No,39,Yes,No,DSL,No,No,No,No,No,No internet service,Two year,No,Credit card (automatic),99.16,8202.57,0
Female,1,Yes,No,59,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),18.8,5870.42,0
Female,0,No,Yes,37,No,No,Fiber optic,Yes,No,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,77.53,1667.04,0
Male,0,No,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),52.72,3963.91,1
Female,0,No,No,47,Yes,No,No,No internet service,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),73.76,750.15,0
Female,0,Yes,No,1,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,18.8,6757.51,1
Male,0,No,No,17,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,Yes,No,Two year,No,Mailed check,29.58,515.96,1
Female,0,Yes,No,1,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No internet service,Yes,Two year,Yes,Electronic check,87.9,19.4,0
Male,0,Yes,No,64,No,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),53.37,1302.96,0
Male,0,Yes,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.77,1309.52,1
Female,0,No,Yes,53,Yes,No,No,Yes,Yes,Yes,No,No,No internet service,Month-to-month,No,Electronic check,103.13,8468.2,0
Female,0,No,Yes,48,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,No,Two year,Yes,Mailed check,25.13,19.4,0
Female,0,No,No,63,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),103.52,3159.6,1
Male,0,Yes,No,25,Yes,Yes,DSL,Yes,No,No internet service,No,No internet service,Yes,One year,Yes,Electronic check,102.37,1492.47,0
Female,0,No,No,40,Yes,No,Fiber optic,No,Yes,Yes,Yes,No internet service,Yes,Two year,No,Electronic check,33.21,2102.57,0
Female,0,Yes,No,16,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),74.05,1144.27,0
Female,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,No,Electronic check,59.7,996.1,0
Female,1,Yes,Yes,27,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Electronic check,18.8,5148.95,0
Male,1,Yes,No,20,Yes,No phone service,No,Yes,No,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),78.72,4438.86,0
Female,0,No,No,1,Yes,No,No,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,59.29,1414.52,0
Female,0,No,No,21,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No,Yes,One year,No,Electronic check,32.06,192.17,1
Female,0,Yes,No,47,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),66.58,1554.74,0
Male,0,Yes,No,3,Yes,No,No,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),73.91,1383.97,0
Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No internet service,Yes,One year,Yes,Electronic check,116.3,1217.36,1
Female,0,No,No,19,Yes,No,No,No internet service,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,No,Electronic check,33.26,2151.33,0
Female,1,No,No,1,Yes,Yes,No,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),70.55,2248.12,0
Female,0,No,Yes,46,Yes,No,Fiber optic,No,No internet service,No,Yes,No,No,Month-to-month,No,Electronic check,90.35,1334.66,0
Female,0,No,Yes,1,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,No internet service,Two year,Yes,Electronic check,41.7,8468.2,0
Male,0,No,No,50,Yes,No,DSL,No internet service,Yes,No internet service,Yes,Yes,Yes,One year,Yes,Electronic check,58.97,320.53,0
Female,0,No,No,7,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.31,1102.18,0
Female,0,No,No,21,Yes,No,No,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,55.62,1536.45,0
Female,0,No,No,50,Yes,Yes,No,No,Yes,Yes,No internet service,Yes,Yes,Two year,No,Mailed check,73.69,458.89,0
Male,0,Yes,Yes,2,No,Yes,DSL,Yes,Yes,No,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),88.44,19.4,0
Female,0,No,No,44,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,No internet service,One year,Yes,Electronic check,25.04,5841.21,0
Female,0,Yes,No,50,Yes,No,DSL,No,No,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,66.47,302.35,1
Female,1,No,Yes,39,No,No phone service,DSL,Yes,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,76.75,8468.2,1
Male,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No internet service,No,Two year,Yes,Bank transfer (automatic),54.22,6094.55,1
Female,0,No,No,52,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),47.58,7924.48,0
Female,0,No,No,50,Yes,Yes,DSL,No internet service,Yes,Yes,No,Yes,No,Two year,No,Electronic check,35.46,456.63,0
Female,0,No,Yes,8,No,No phone service,DSL,No,Yes,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),65.56,1274.74,0
Female,1,No,No,1,Yes,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,64.81,1362.42,0
Female,0,Yes,Yes,45,Yes,Yes,DSL,No,Yes,No,No,No internet service,No internet service,Two year,No,Electronic check,30.86,4654.94,0
Male,0,No,Yes,58,Yes,No,No,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),65.43,6461.07,1
Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),77.33,1775.36,1
Female,1,Yes,No,29,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,42.06,5861.47,1
Male,1,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,94.37,4076.03,0
Female,0,No,No,1,Yes,No phone service,No,No,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,18.8,2245.33,0
Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,Yes,Month-to-month,Yes,Mailed check,72.07,7661.68,0
Female,0,No,No,16,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,18.8,8468.2,0
Female,0,Yes,No,47,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),65.63,538.53,1
Female,0,Yes,No,48,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,72.51,1089.31,0
Male,0,No,No,60,Yes,No,No,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),98.84,994.61,0
Female,0,No,No,1,Yes,No,No,No,No internet service,No internet service,No,No internet service,No,Two year,Yes,Electronic check,18.8,1244.99,0
Male,0,Yes,No,56,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,No,Two year,Yes,Electronic check,98.02,8468.2,1
Male,0,No,No,48,Yes,No,DSL,Yes,Yes,No internet service,No,Yes,No internet service,Two year,Yes,Electronic check,63.26,1588.34,0
Female,0,Yes,No,57,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Electronic check,59.4,3609.84,0
Female,0,Yes,No,1,Yes,Yes,No,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,18.8,42.47,0
Female,0,Yes,No,57,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,80.63,1470.93,1
Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),114.7,7720.31,0
Male,0,Yes,No,49,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),39.48,1041.23,0
Male,1,No,No,53,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No internet service,Yes,One year,No,Mailed check,28.48,168.2,0
Female,0,No,No,1,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No,No internet service,Month-to-month,No,Credit card (automatic),106.23,6732.57,0
Male,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,Yes,One year,No,Credit card (automatic),50.79,6655.08,0
Female,0,Yes,No,42,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,No internet service,One year,Yes,Credit card (automatic),38.58,4117.52,0
Male,1,Yes,No,1,Yes,Yes,No,No,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,108.52,8468.2,0
Male,0,No,No,70,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),41.93,19.4,0
Male,0,Yes,No,43,Yes,No,DSL,No internet service,Yes,No,No,No,No,Two year,No,Mailed check,23.54,4756.79,0
Male,0,No,No,19,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.8,6823.94,0
Female,0,Yes,No,67,No,No,DSL,Yes,No internet service,No internet service,No,Yes,Yes,Two year,Yes,Electronic check,74.61,5298.02,0
Female,1,Yes,No,51,Yes,No,DSL,No internet service,No,No,No,No,No,One year,Yes,Electronic check,24.1,4470.13,1
Female,0,No,Yes,42,No,Yes,DSL,No,No,No internet service,Yes,Yes,No internet service,Two year,Yes,Electronic check,86.62,1193.2,0
Male,0,Yes,No,13,Yes,No,DSL,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,32.84,616.46,0
Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,59.81,8468.2,0
Male,0,Yes,Yes,13,Yes,No,DSL,No,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,39.83,1223.24,1
Male,1,Yes,No,72,Yes,No,No,No internet service,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),47.47,2016.49,1
Male,1,Yes,Yes,10,Yes,No,No,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,37.07,1284.87,0
Male,0,No,No,12,Yes,No phone service,DSL,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),83.96,8338.74,0
Male,0,No,No,2,No,No,No,No internet service,No,No internet service,No internet service,No,Yes,Two year,Yes,Electronic check,32.08,1086.61,0
Male,0,No,Yes,5,Yes,Yes,No,No,No internet service,No,No,No,No internet service,One year,No,Mailed check,18.8,5194.09,1
Female,0,Yes,No,10,Yes,Yes,No,No internet service,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),109.24,5377.25,0
Male,0,No,Yes,42,No,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),18.8,8468.2,0
Male,0,Yes,No,1,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No internet service,Month-to-month,No,Electronic check,18.8,2114.93,0
Male,0,No,No,45,Yes,No,DSL,No internet service,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),51.0,2108.89,1
Male,0,Yes,No,4,Yes,No phone service,No,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),110.66,997.86,1
Female,1,No,Yes,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,86.74,8183.0,0
Female,0,Yes,No,41,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.2,175.1,0
Female,1,Yes,No,6,Yes,No,No,No,No,No,No,Yes,No,Two year,Yes,Electronic check,63.42,7636.14,0
Female,0,No,Yes,35,Yes,No,Fiber optic,No,No,No internet service,No,Yes,Yes,One year,Yes,Electronic check,53.43,3528.18,1
Female,1,Yes,No,72,No,No,DSL,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,18.8,1685.87,0
Female,0,No,No,39,No,Yes,DSL,No,Yes,Yes,No internet service,No,Yes,One year,No,Credit card (automatic),107.64,825.47,0
Female,0,Yes,Yes,14,No,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,No,Electronic check,105.85,1026.54,0
Female,1,No,No,41,No,Yes,Fiber optic,No,No internet service,No,No internet service,No,No internet service,Two year,Yes,Mailed check,18.8,724.11,1
Female,0,No,No,43,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,58.41,5572.15,0
Female,0,No,Yes,23,Yes,No,No,No,No,No,No internet service,No,No internet service,One year,Yes,Credit card (automatic),92.8,1028.16,1
Female,0,Yes,No,23,Yes,No,DSL,Yes,No internet service,No internet service,No,No,No,Month-to-month,No,Electronic check,36.82,1773.4,0
Female,0,Yes,No,39,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No internet service,Two year,No,Credit card (automatic),47.88,1739.22,0
